LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,GarageCars,GarageArea,SalePrice
10800,6,7,1974,1522,2614,2,624,240000
7064,5,6,1977,980,980,2,484,135000
2117,6,5,2000,756,1512,2,440,168500
10400,6,5,1972,732,1790,2,484,165150
10000,6,6,1962,1116,1116,2,440,160000
12342,5,5,1960,978,1422,1,286,139900
9600,6,6,1955,1156,1520,1,364,153000
11606,5,5,1969,1040,2080,2,504,135000
9020,6,5,1964,1248,1350,2,520,168500
9000,5,6,1880,636,1750,1,240,124000
4590,8,5,2006,1554,1554,2,627,209500
11900,7,5,1977,1386,1411,2,544,82500
9250,5,7,1954,1056,1056,1,260,139400
6979,6,5,1980,1056,1056,2,576,144000
10896,6,7,1914,1440,3395,0,0,200000
6120,2,3,1936,264,800,0,0,60000
6000,5,4,1954,811,1387,1,256,93000
8777,5,7,1910,796,796,0,0,85000
3982,8,5,2006,1520,1567,3,648,264561
12677,8,5,2003,1518,1518,2,588,274000
7050,7,5,2001,1057,1929,2,650,226000
13860,8,7,1972,1952,2704,2,538,345000
10793,5,5,1969,780,1620,2,462,152000
9187,9,5,2009,1766,1766,3,478,370878
10530,6,5,1971,981,981,2,576,143250
7200,5,5,1950,0,1048,2,420,98300
10452,6,5,1953,1094,1094,2,495,155000
7700,6,5,1966,756,1839,2,442,155000
1936,4,6,1970,630,630,0,0,84500
8125,7,6,2007,813,1665,2,562,205950
9084,4,5,1940,755,1510,1,296,108000
8750,7,5,1996,880,1716,2,512,191000
10320,6,7,1906,756,1469,1,216,135000
10437,8,6,1995,2109,2113,3,839,350000
1680,6,5,1971,525,1092,1,264,88000
10007,5,7,1959,1053,1053,1,312,145500
7200,7,6,1931,776,1502,1,270,149000
17503,6,5,1948,912,1458,1,330,97500
9937,5,7,1964,1486,1486,2,480,167000
12384,7,7,1976,793,1935,2,550,197900
46589,8,7,1994,1629,2448,3,711,402000
13560,6,3,1968,1392,1392,2,576,110000
10012,4,5,1972,1138,1181,2,588,137500
20896,8,5,2005,2077,2097,3,1134,423000
11194,8,5,2000,1406,1936,2,504,230500
18450,6,5,1965,1021,2380,2,596,129000
8125,6,5,1994,1408,1679,2,575,193500
14175,5,6,1956,1188,1437,2,576,168000
11600,4,5,1922,700,1180,1,252,137500
8633,6,5,2005,738,1476,2,540,173500
6629,6,6,1925,672,1369,1,300,103600
11250,6,6,1977,1208,1208,2,546,165000
14442,6,7,1957,1477,1839,2,416,257500
9200,6,6,1965,1136,1136,1,384,140000
2289,6,6,1978,855,1441,2,440,148500
9600,4,2,1900,1095,1774,3,779,87000
9022,5,8,1924,768,792,1,240,109500
11844,8,5,2008,2046,2046,3,834,372500
9945,5,5,1961,988,988,2,572,128500
8012,6,5,1980,923,923,1,264,143000
4500,5,5,1932,793,1520,1,281,159434
2887,6,5,1996,1291,1291,2,431,173000
11248,9,5,2002,1626,1668,3,702,285000
16770,7,5,1998,1195,1839,2,486,221000
5062,7,5,1984,1190,2090,2,577,207500
10207,7,6,2007,874,1761,2,578,227875
5105,7,5,2004,551,1102,2,480,148800
8089,8,6,2007,1419,1419,2,567,392000
7577,6,5,2005,1362,1362,2,460,194700
4426,6,5,2004,848,848,2,420,141000
21535,10,6,1994,2444,4316,3,832,755000
26178,7,5,1989,1210,2519,2,628,335000
5400,5,6,1921,1073,1073,1,326,108480
6120,5,6,1936,927,1539,2,576,141500
13811,6,6,1987,1112,1137,2,551,176000
6000,5,7,1921,616,616,1,205,89000
6420,5,7,1952,980,1148,1,308,123500
8450,5,8,1965,894,894,1,336,138500
4282,7,5,2004,1391,1391,2,530,196000
14331,8,5,2002,1800,1800,3,765,312500
9600,7,5,1969,1164,1164,2,528,140000
12438,8,5,2006,1234,2576,3,666,361919
7630,5,9,1900,360,1812,2,672,140000
8400,7,5,2004,1473,1484,2,606,213000
5600,4,5,1930,0,1092,0,0,55000
115149,7,5,1971,1643,1824,2,739,302000
6240,8,5,2006,1324,1324,2,550,254000
9018,7,5,2007,728,1456,2,400,179540
7162,5,7,1966,876,904,1,408,109900
4130,3,6,1935,270,729,0,0,52000
8712,4,7,1900,859,1178,1,384,102776
4671,8,5,1988,1228,1228,2,472,189000
9873,4,5,1970,960,960,2,576,129000
13517,6,8,1976,725,1479,2,475,130500
10140,6,5,1974,1064,1350,2,478,165000
10800,7,8,1890,718,2554,2,704,159500
10000,5,6,1973,1176,1178,2,439,157000
10542,7,5,1993,1311,2418,3,983,341000
9920,5,6,1969,971,971,1,300,128500
6563,8,5,1985,1742,1742,2,564,275000
4426,6,5,2004,848,848,2,420,143000
8120,4,7,1970,864,864,2,463,124500
8172,4,6,1954,941,1470,1,548,135000
13286,9,5,2007,1698,1698,3,768,320000
6960,4,6,1970,864,864,2,660,120500
21695,6,9,1988,880,1680,2,540,222000
7314,7,5,2007,1232,1232,2,632,194500
11475,5,5,1958,1584,1776,3,888,110000
6240,4,5,1925,780,1208,2,539,103000
5389,8,5,1995,1595,1616,2,608,236500
9590,7,5,2003,868,1146,2,438,187500
11404,7,5,1998,1153,2031,2,541,222500
10000,5,6,1961,864,1144,1,264,131400
8978,5,5,1968,948,948,1,300,108000
10800,7,7,1914,880,1768,2,320,163000
8544,3,4,1950,0,1040,2,400,93500
10463,8,5,2005,893,1801,3,800,239900
10800,5,5,1987,1200,1200,0,0,179000
9313,7,5,2004,864,1728,2,572,190000
9600,5,7,1910,264,1432,2,360,132000
6768,6,8,1961,912,912,1,288,142000
8450,7,5,2000,1349,1349,2,539,179000
12886,5,6,1963,520,1464,2,480,175000
5395,8,5,1993,1337,1337,2,462,180000
8963,8,9,1976,1142,2715,2,831,299800
8795,7,5,2000,952,2256,2,554,236000
11700,7,7,1880,1240,2640,4,864,265979
10593,7,5,1996,1720,1720,2,527,260400
8405,4,3,1945,0,1529,1,240,98000
8800,4,7,1910,576,1140,0,0,96500
7750,7,5,2003,660,1320,2,400,162000
9236,6,5,1997,1479,1494,2,576,217000
10240,8,5,2005,1030,2098,3,878,275500
7930,6,8,1969,1026,1026,2,440,156000
3230,6,5,1999,729,1471,2,440,172500
10769,8,5,2007,866,1768,2,578,212000
11616,6,5,1978,672,1386,2,440,158900
2280,7,5,1999,744,1501,2,440,179400
12257,8,5,1995,1318,2531,3,752,290000
9100,6,6,1959,864,864,1,300,127500
6911,5,5,1924,1145,1301,2,440,100000
8640,7,5,2009,756,1547,2,614,215200
9430,8,5,1999,1252,2365,3,856,337000
9549,8,5,1995,1494,1494,2,481,270000
14587,9,5,2008,1498,1506,2,592,264132
10421,7,5,1988,980,1714,2,496,196500
12508,6,7,1940,983,1750,1,423,160000
9100,7,5,2004,1860,1836,2,484,216837
53504,8,5,2003,1650,3279,3,841,538000
7252,5,5,1982,858,858,2,576,134900
8877,4,5,1951,836,1220,2,396,102000
7819,6,5,1976,1029,1117,2,672,107000
10150,5,5,1958,912,912,1,275,114500
14226,8,5,2006,1935,1973,3,895,395000
4500,6,5,1998,1204,1204,2,412,162000
11210,7,5,2005,1614,1614,3,865,221500
13350,5,5,1974,864,894,2,440,142500
8400,5,5,1977,0,2020,2,630,144000
10530,6,5,1977,975,1004,2,504,135000
7875,7,5,1995,1237,1253,2,402,176000
7153,6,5,1992,761,1603,2,484,175900
16285,7,5,2001,1413,1430,2,605,187100
9101,5,6,1978,1097,1110,2,602,165500
6300,6,6,1914,742,1484,0,0,128000
9790,6,5,1967,1372,1342,2,457,161500
10800,5,6,1915,686,1652,1,416,139000
10142,7,5,2004,956,2084,2,618,233000
6000,4,7,1954,901,901,1,281,107900
12205,6,8,1966,832,2087,2,444,187500
3182,7,5,2005,1145,1145,2,397,160200
11333,6,5,1976,1029,1062,2,539,146800
9920,7,5,1996,1117,2013,2,455,269790
9158,8,5,2007,1496,1496,2,474,225000
10832,7,5,1994,712,1895,2,409,194500
8400,6,6,1980,650,1564,2,476,171000
8197,6,5,1977,660,1285,2,528,143500
7677,5,5,1953,773,773,1,240,110000
13518,9,5,2008,1926,3140,3,820,485000
7200,5,7,1937,731,1768,1,240,175000
12798,6,5,1997,616,1688,2,603,200000
4800,4,7,1916,1196,1196,2,440,109900
8199,7,5,2005,728,1456,2,410,189000
13891,9,5,2008,1734,2822,3,1020,582933
9000,5,5,1954,936,1128,1,286,118000
12274,7,5,2008,1417,1428,2,554,227680
9750,5,5,1967,980,980,1,384,135500
21384,5,6,1923,1324,1576,2,528,223500
13400,5,5,1966,1024,1086,2,484,159950
8100,5,5,1898,849,2138,2,360,106000
10140,6,6,1974,1040,1309,2,484,181000
4438,6,5,2004,848,848,2,420,144500
8712,5,5,1952,540,1044,2,504,55993
9750,6,6,1958,1442,1442,1,301,157900
8248,5,7,1918,686,1250,1,280,116000
12137,7,5,1998,1649,1661,2,598,224900
11425,5,6,1954,1008,1008,1,275,137000
13265,8,5,2002,1568,1689,3,857,271000
8816,6,7,1971,1010,1052,2,440,155000
6371,7,5,2009,1358,1358,2,484,224000
7226,7,5,2003,798,1640,2,595,183000
6000,4,4,1953,936,936,2,576,93000
12394,7,5,2003,847,1733,2,433,225000
9900,6,7,1940,778,1489,1,240,139500
11216,8,5,2006,1489,1489,2,776,232600
14803,10,5,2007,2078,2084,3,1220,385000
6130,5,6,1924,784,784,0,0,109500
8529,7,5,2001,1454,1434,2,527,189000
28698,5,5,1967,1013,2126,2,538,185000
2544,7,5,2005,600,1223,2,480,147400
11900,6,5,1957,1392,1392,2,458,166000
3180,7,5,2005,600,1200,2,480,151000
9548,7,6,2003,941,1829,2,613,237000
10004,6,6,1964,1516,1516,2,472,167000
7875,5,6,1961,1144,1144,2,456,139950
9600,4,7,1950,1067,1067,2,436,128000
8100,5,6,1948,1559,1559,2,812,153500
1680,6,5,1973,483,987,1,264,100000
9525,5,6,1995,1099,1099,1,352,144000
11767,5,6,1946,768,1200,1,240,130500
12155,6,8,1925,672,1482,1,400,140000
10440,5,8,1904,650,1539,2,686,157500
9020,6,7,1966,1127,1165,2,490,174900
8000,5,4,1961,1800,1800,0,0,141000
12665,5,8,1915,876,1416,3,720,153900
16647,5,5,1975,1390,1701,2,611,171000
9317,7,5,1993,740,1775,2,425,213000
15523,5,6,1972,864,864,1,338,133500
45600,6,8,1908,907,2358,2,360,240000
9600,6,7,1976,528,1855,2,512,187000
4435,6,5,2003,848,848,2,420,131500
3196,8,5,2003,1273,1456,2,400,215000
7128,7,5,1941,918,1646,1,240,164000
12095,6,6,1964,1127,1445,2,645,158000
17920,5,4,1955,1763,1779,2,454,170000
6897,5,8,1962,1040,1040,1,260,127000
10970,6,6,1978,940,1026,2,576,147000
8125,6,5,1994,702,1481,2,343,174000
10400,7,5,1976,1090,1370,2,479,152000
11029,6,7,1968,1054,2654,2,619,250000
7642,7,8,1918,912,1426,1,216,189950
11625,5,4,1965,1039,1039,2,504,131500
9672,6,5,1984,1040,1097,2,480,152000
7931,5,5,1959,1148,1148,1,672,132500
8640,7,5,2007,1372,1372,2,529,250580
8750,5,6,1970,1002,1002,2,902,148500
10656,8,5,2006,1638,1646,3,870,248900
6970,4,5,1961,1040,1120,2,544,129000
14762,5,6,1948,0,2320,2,672,169000
9938,7,5,1993,1050,1949,2,574,236000
6600,5,5,1962,894,894,1,308,109500
8750,6,5,1998,804,1682,2,523,200500
8892,5,7,1953,105,910,2,414,116000
12144,5,7,1949,832,1268,1,288,133000
5720,5,6,1941,676,1131,1,200,66500
9000,8,5,2007,1184,2610,2,550,303477
25286,4,5,1963,1064,1040,2,648,132250
8834,9,5,2004,1462,2224,3,738,350000
11782,5,7,1961,1109,1155,2,576,148000
7000,5,8,1978,864,864,1,336,136500
7024,5,5,2005,1090,1090,2,450,157000
13758,7,5,1990,1156,1717,2,400,187500
9636,6,5,1992,808,1593,2,389,178000
6204,4,5,1912,795,2230,1,440,118500
7150,5,5,1967,892,892,1,288,100000
5119,9,5,1999,1698,1709,2,506,328900
8393,5,5,1959,1626,1712,2,588,145000
16466,5,7,1955,816,1393,1,300,135500
15865,8,6,1970,2217,2217,2,621,268000
12160,6,4,1953,1505,1505,2,505,149500
8064,5,7,1949,672,924,2,576,122900
11184,6,5,1978,918,1683,2,440,172500
8414,6,8,1963,1059,1068,1,264,154500
13284,5,5,1954,1383,1383,1,354,165000
7018,5,5,1979,0,1535,2,400,118858
7056,6,5,1963,780,1796,2,483,140000
8765,4,6,1936,951,951,1,327,106500
7018,5,5,1979,0,2240,2,528,142953
12919,9,5,2009,2330,2364,3,820,611657
6993,5,7,1961,912,1236,1,288,135000
7340,4,6,1971,858,858,1,684,110000
8712,5,7,1957,992,1306,1,756,153000
7875,7,5,2003,783,1509,2,393,180000
14859,7,5,2006,1670,1670,3,690,240000
6173,5,6,1967,876,902,1,288,125500
9920,5,5,1954,1056,1063,1,280,128000
13501,8,5,2006,1623,1636,3,865,255000
11500,7,7,1936,1017,2057,1,180,250000
8885,5,5,1983,864,902,2,484,131000
12589,6,5,2005,742,1484,2,390,174000
11600,5,5,1960,1105,2274,2,480,154300
9286,5,7,1977,1268,1268,1,252,143500
6120,5,7,1925,768,1015,1,450,88000
6270,5,6,1949,1001,2002,3,871,145000
3000,6,5,2009,612,1224,2,528,173733
2001,4,5,1970,546,1092,1,286,75000
9000,2,3,1949,480,480,1,308,35311
17140,4,6,1956,1134,1229,1,284,135000
13125,7,5,1991,1104,2127,3,833,238000
11029,6,8,1958,1184,1414,2,601,176500
8462,6,5,1994,928,1721,2,471,201000
8777,5,7,1900,1272,2200,0,0,145900
10237,6,5,2005,1316,1316,2,397,169990
8012,6,5,1993,1604,1617,2,533,193000
10240,6,6,1980,1686,1686,2,612,207500
15611,5,6,1977,1126,1126,2,540,175000
11999,8,5,2003,1181,2374,3,656,285000
9900,7,5,1968,832,1978,2,486,176000
11838,8,5,2001,1753,1788,2,522,236500
13006,7,5,1997,964,2236,2,642,222000
8925,8,5,2007,1466,1466,3,610,201000
9100,5,6,1965,925,925,1,429,117500
11670,9,5,2006,1905,1905,3,788,320000
8487,7,5,2004,1500,1500,2,570,190000
27650,7,7,1960,585,2069,2,505,242000
5825,4,5,1926,600,747,2,528,79900
10083,7,5,2003,1176,1200,2,555,184900
9675,7,5,2005,1113,1971,2,689,253000
8760,7,5,2006,1391,1962,3,868,239799
24090,7,7,1940,1032,2403,1,349,244400
12640,6,5,1976,1728,1728,2,574,150900
8755,7,5,1999,992,2060,2,390,214000
7711,4,3,1977,1440,1440,0,0,150000
25000,5,4,1967,1632,1632,2,576,143000
14375,6,6,1958,819,1344,2,525,137500
8820,5,6,1890,1088,1869,2,456,124900
8163,5,6,1959,1144,1144,1,796,143000
14536,8,5,2002,1616,1629,3,808,270000
14006,7,5,2002,936,1776,2,474,192500
9360,6,7,1972,1161,1381,2,676,197500
7200,5,8,1950,864,864,2,720,129000
7800,5,5,1965,828,965,1,300,119900
7200,5,8,1972,768,768,1,396,133900
11075,5,4,1969,784,1968,2,530,172000
9400,6,5,1975,945,980,0,0,127500
7136,6,6,1946,979,1958,2,492,145000
1300,6,6,1980,561,1229,2,462,124000
7420,5,5,1962,1057,1057,2,576,132000
8450,7,5,2003,1337,1337,2,531,185000
2572,7,5,1999,696,1416,2,484,155000
7207,5,7,1958,858,858,0,0,116500
12227,6,7,1977,1330,2872,2,619,272000
2308,6,6,1976,804,1548,2,440,155000
11923,9,5,2007,1800,1800,2,702,239000
11316,7,5,2002,817,1894,2,510,214900
10237,6,5,2005,783,1484,2,393,178900
9600,5,7,1940,728,1308,1,256,160000
7390,5,7,1955,1098,1098,1,260,135000
5925,3,6,1910,600,968,0,0,37900
10382,6,5,1958,588,1095,1,264,140000
10800,4,4,1949,720,1192,0,0,135000
2268,7,5,2003,764,1626,2,474,173000
7892,6,5,1979,918,918,1,264,99500
11639,7,5,2007,1428,1428,2,480,182000
11414,7,8,1910,728,2019,2,532,167500
2651,7,5,2000,673,1382,2,490,165000
5900,4,7,1923,440,869,0,0,85500
4274,7,5,2006,1241,1241,2,569,199900
9450,4,5,1954,894,894,2,400,110000
8816,5,6,1963,1121,1121,2,480,139000
12122,7,9,1961,944,999,2,588,178400
12203,8,5,1998,1225,2612,3,676,336000
3182,7,5,2007,1266,1266,2,388,159895
11250,8,5,2002,1128,2290,2,779,255900
10125,5,5,1977,0,1734,2,539,126000
10880,5,5,1950,1164,1164,1,240,125000
5310,6,8,1910,485,1635,1,255,117000
10159,9,5,2009,1930,1940,3,606,395192
12046,6,6,1976,848,2030,2,551,195000
8125,7,5,2006,770,1576,2,614,197000
9452,8,5,1997,1396,2392,3,870,348000
17671,8,9,1882,916,1742,2,424,168000
9760,6,8,1964,822,1851,2,440,187000
8846,6,5,2005,750,1500,2,564,173900
12456,10,5,2006,1700,1718,3,786,337500
4712,4,7,1946,747,1230,1,305,121600
10659,5,6,1961,1050,1050,1,368,136500
11717,6,6,1970,1442,1442,2,615,185000
9786,3,4,1922,1007,1077,1,210,91000
6762,7,5,2006,1187,1208,2,632,206000
10206,3,3,1952,0,944,2,528,82000
5400,5,6,1920,691,691,1,216,86000
11957,8,5,2006,1574,1574,3,824,232000
11500,5,6,1976,1680,1680,2,528,136905
3182,7,5,2005,1346,1504,2,457,181000
8385,5,8,1977,985,985,1,328,149900
12155,6,3,1970,1657,1657,2,484,163500
2217,4,4,1970,546,1092,1,286,88000
12118,7,5,2004,1710,1710,2,550,240000
6000,5,5,1926,1008,1522,0,0,102000
21286,5,5,1948,720,1271,1,312,135000
9825,5,5,1965,0,1664,0,0,100000
10592,6,7,1923,602,1502,1,180,165000
7200,5,4,1910,1022,1022,1,280,85000
11664,6,5,1948,1082,1082,1,240,119200
8400,8,6,2001,810,1665,2,528,227000
11883,7,5,1996,1504,1504,2,478,203000
5814,8,5,1984,1220,1360,2,565,187500
10784,7,5,1991,384,1472,2,402,160000
3013,7,5,2005,1362,1506,2,440,213490
7024,4,5,2005,1132,1132,2,451,176000
7406,7,5,2006,1199,1220,2,632,194000
9439,5,5,1930,912,1248,1,160,87000
3182,7,5,2005,1346,1504,2,437,191000
15498,8,6,1976,1565,2898,2,665,287000
7700,5,5,1972,882,882,2,461,112500
9300,5,5,1960,1268,1264,2,461,167500
9520,8,5,2007,1638,1646,3,800,293077
9492,5,5,1941,768,1376,1,240,105000
1680,6,7,1972,672,1218,1,264,118000
7082,5,8,1916,686,1928,0,0,160000
15863,7,3,1920,824,3082,2,672,197000
14541,8,7,1993,1338,2520,3,796,310000
8125,7,5,2002,1654,1654,3,900,230000
6305,5,7,1938,920,954,1,240,119750
11500,4,3,1957,0,845,1,290,84000
12898,9,5,2007,1620,1620,3,912,315500
9240,8,5,2001,1055,2263,2,905,287000
1533,4,6,1970,546,1344,0,0,97000
1477,4,4,1970,630,630,1,286,80000
13125,5,4,1957,1134,1803,2,484,155000
9130,6,8,1966,800,1632,2,484,173000
5381,6,5,2005,1306,1306,2,624,196000
11839,7,5,1990,1475,2329,2,514,262280
9600,8,5,1981,2524,2524,2,542,278000
13680,3,5,1955,0,1733,2,452,139600
16056,9,5,2005,1992,2868,3,716,556581
9245,5,5,1994,990,990,2,672,145000
21750,5,4,1960,0,1771,2,336,115000
11100,4,7,1946,0,930,1,308,84900
8993,7,5,2007,1302,1302,2,436,176485
11175,7,5,2007,1316,1316,2,440,200141
9500,6,6,1964,816,1977,2,540,165000
8562,5,6,1957,1216,1526,1,364,144500
11367,8,5,2002,1065,1989,2,586,255000
11361,6,5,1976,1193,1523,2,478,180000
7052,7,5,2005,1364,1364,2,484,185850
29959,7,6,1994,973,1850,2,467,248000
11308,9,5,2008,1104,2184,3,836,335000
11275,6,7,1932,854,1991,2,432,220000
4920,8,5,2001,1338,1338,2,582,213500
18000,3,4,1935,894,894,3,1248,81000
13600,5,5,1900,662,2337,2,560,90000
6000,6,6,1925,1103,1103,2,440,110500
11000,5,6,1966,1154,1154,2,480,154000
14000,7,5,1996,1306,2260,2,533,328000
7837,6,7,1993,799,1571,2,380,178000
9760,6,6,1964,780,1611,2,442,167900
3964,6,4,1973,942,2521,2,576,151400
9600,5,7,1949,845,893,2,576,135000
10152,5,5,1956,1048,1048,1,286,135000
11700,6,6,1968,727,1556,2,441,154000
7585,5,3,1948,810,1456,1,280,91500
7950,6,6,1977,690,1426,2,440,159500
8556,7,5,2006,1240,1240,3,826,194000
13125,7,6,1940,800,1740,1,240,219500
10800,5,8,1936,796,1466,2,566,170000
15870,5,5,1969,1096,1096,1,299,138800
4435,6,5,2004,848,848,2,420,155900
8775,5,5,1994,990,990,1,299,126000
11040,6,7,1971,1258,1258,2,528,145000
7500,5,5,1963,1040,1040,1,308,133000
8749,7,5,2002,1459,1459,2,527,192000
8800,6,6,1964,1251,1251,1,461,160000
13031,6,5,1995,691,1498,2,409,187500
9069,6,6,1992,936,996,2,564,147000
1974,4,5,1973,546,1092,1,286,83500
10574,8,5,2005,1082,1953,3,1043,252000
2522,7,5,2004,970,1709,2,380,137500
3316,8,5,2005,1247,1247,2,550,197000
8544,3,4,1950,0,1040,2,400,92900
2160,7,5,1999,600,1252,2,462,160000
8400,6,5,1925,1181,1694,2,576,136500
9230,5,8,1965,864,1200,2,884,146000
5868,5,7,1956,936,936,1,308,129000
9317,6,5,2006,1314,1314,2,440,176432
6882,6,7,1914,684,1355,0,0,127000
3696,8,5,1986,1074,1088,2,461,170000
6000,4,6,1936,672,1324,1,240,128000
11880,7,5,1978,1271,1601,2,478,157000
8400,2,5,1920,290,438,1,246,60000
9758,5,5,1971,950,950,1,280,119500
7000,5,7,1960,1010,1134,1,254,135000
8910,6,6,1959,655,1194,2,539,159500
2016,5,5,1970,630,1302,2,440,106000
12256,8,5,1994,1463,2622,2,712,325000
10357,7,5,1990,910,1442,2,719,179900
23257,7,5,2006,868,2021,2,422,274725
8063,6,5,2000,924,1690,2,463,181000
11362,8,5,2004,1836,1836,3,862,280000
8000,6,5,1995,773,1658,2,431,188000
10480,7,6,1976,803,1964,2,483,205000
7100,5,7,1957,816,816,1,308,129900
8923,5,7,1953,1008,1008,1,240,134500
5400,5,7,1954,833,833,1,326,117000
12085,8,5,2007,1734,1734,3,928,318000
7750,8,5,2002,408,1419,2,527,184100
9764,5,7,1967,894,894,2,450,130000
13825,5,6,1958,533,1601,1,300,140000
7560,5,5,1959,1040,1040,1,286,133700
8263,6,5,1920,1012,1012,1,308,118400
10084,7,5,2005,1552,1552,3,782,212900
8926,4,3,1956,672,960,1,288,112000
9405,5,9,1947,698,698,0,0,118000
9125,7,5,1992,384,1482,2,392,163900
10434,4,5,1955,1005,1005,2,672,115000
3684,7,5,2007,1373,1555,3,660,174000
14572,7,5,2004,1530,1530,3,630,259000
11796,7,5,2004,847,1959,2,434,215000
7200,5,5,1980,936,936,2,672,140000
7804,4,3,1928,1122,1981,2,576,135000
10712,5,5,1991,974,974,0,0,93500
9900,6,4,1880,1008,2210,1,205,117500
9828,8,5,1995,1128,2020,2,466,239500
8773,6,5,1997,916,1600,2,460,169000
6180,6,5,1926,960,986,1,180,102000
9600,6,5,1950,1032,1252,1,288,119000
6342,5,8,1875,780,1020,0,0,94000
9819,6,5,1977,1567,1567,2,714,196000
8731,5,5,1920,915,1167,2,495,144000
7350,5,7,1951,952,952,2,840,139000
10304,5,7,1976,780,1868,2,484,197500
9965,8,5,2006,1466,2828,3,1052,424870
9000,5,3,1959,1006,1006,0,0,80000
12180,4,4,1941,672,924,1,280,80000
6240,5,6,1928,1042,1576,1,225,149000
11200,6,5,1985,1298,1298,2,403,180000
12000,7,7,1941,704,1564,1,234,174500
5700,7,7,1926,572,1111,1,288,116900
9000,7,9,1920,650,1482,2,324,143000
8280,6,5,1950,932,932,1,306,124000
17755,5,4,1959,1466,1466,2,528,149900
14115,6,7,1956,1073,1811,2,470,230000
5890,6,8,1930,816,816,1,432,120500
13700,7,6,1965,864,1820,2,492,201800
10768,5,8,1976,1437,1437,2,528,218000
9350,5,8,1965,1219,1265,2,502,179900
5001,7,5,2007,1314,1314,2,626,230000
11932,8,5,2007,1580,1580,3,830,235128
9120,6,6,1974,901,1876,2,540,185000
2280,6,5,1978,855,1456,2,440,146000
14778,6,7,1954,1296,1640,2,924,224000
8724,5,5,1968,894,894,2,450,129000
12900,4,4,1969,1198,1258,2,400,108959
16157,5,7,1978,1360,1432,2,588,194000
9541,7,5,2009,1502,1502,2,644,233170
10475,8,5,2008,1694,1694,3,776,245350
10852,6,5,2000,959,1671,2,472,173000
13728,6,7,1935,1127,2108,2,540,235000
35760,10,5,1995,1930,3627,3,807,625000
9880,6,6,1977,1096,1118,1,358,171000
9120,6,6,1958,1261,1261,2,433,163000
4017,7,5,2006,625,1250,2,625,171900
18030,5,6,1946,1598,3086,0,0,200500
16560,6,8,1932,952,2345,2,360,239000
10678,8,5,1992,1683,2872,2,541,285000
6951,5,5,1984,876,923,1,264,119500
3950,6,8,1926,818,1224,1,210,115000
7681,5,6,1921,731,1343,1,186,154900
8335,5,5,1954,0,1124,0,0,93000
11170,7,5,1990,1216,2514,2,693,250000
5587,8,5,2008,1600,1652,2,482,392500
15623,10,5,1996,2396,4476,3,813,745000
10800,5,6,1920,1120,1130,2,720,120000
35133,5,4,1963,1572,1572,3,995,186700
9738,5,7,1924,784,1221,1,392,104900
10615,3,5,1900,978,1699,2,420,95000
12461,8,5,1994,1624,1624,3,757,262000
8935,7,5,2002,831,1660,2,493,195000
7500,7,5,1999,994,1804,2,442,189000
32463,4,4,1961,1249,1622,4,1356,168000
2645,8,5,1999,776,1441,2,492,174000
9600,5,8,1925,702,1472,1,250,125000
4500,6,5,1999,1224,1224,2,402,165000
9364,6,7,1969,663,1352,1,299,158000
8029,6,5,2005,728,1456,2,400,176000
14054,7,5,2006,879,1863,3,660,219210
8850,7,6,1916,815,1690,1,225,144000
9100,7,5,2001,1212,1212,2,573,178000
11235,4,5,1963,1051,1382,2,459,148000
9353,4,5,1970,864,864,1,280,116050
10400,7,5,1998,866,1779,2,546,197900
6000,5,8,1925,884,1348,1,216,117000
9750,7,5,2000,1630,1630,2,451,213000
10140,5,6,1975,1056,1074,2,495,153500
14684,7,7,1990,2158,2196,3,701,271900
8900,4,4,1966,1056,1056,1,384,107000
9135,6,5,2003,1682,1700,2,544,200000
7763,5,7,1962,931,1283,2,506,140000
10182,8,5,2006,1660,1660,2,500,290000
11218,6,5,1992,1055,1845,2,462,189000
12134,8,7,1988,559,1752,2,492,164000
9340,4,6,1941,672,672,1,234,113000
10246,4,9,1965,648,960,1,364,145000
10205,5,5,1962,925,999,1,300,134500
7094,5,5,1966,894,894,1,384,125000
8930,6,5,1978,0,1902,2,539,112000
8640,8,5,2009,1300,1314,2,552,229456
6240,4,5,1947,0,912,0,0,80500
1680,6,5,1971,672,1218,0,0,91500
7800,5,5,1964,912,912,1,288,115000
8250,5,5,1968,952,1211,1,322,134000
10496,6,6,1949,1040,1846,1,315,143000
10680,5,3,1951,2136,2136,2,528,137900
15384,7,5,2004,788,1490,2,388,184000
10482,6,8,1958,588,1138,1,264,145000
14598,6,5,2007,894,1933,3,668,214000
8872,5,8,1965,912,912,2,576,147000
8769,9,5,2008,1702,1702,3,1052,367294
7910,5,5,1960,1075,1507,1,404,127000
18890,5,5,1977,1361,2620,2,600,190000
7728,5,6,1962,1106,1190,2,540,132500
9842,4,5,1962,0,1224,2,462,101800
12160,5,5,1959,1188,1188,2,531,142000
8525,5,6,1911,940,1964,0,0,130000
13132,5,5,1914,747,1784,1,180,138887
2628,7,5,2003,764,1626,2,474,175500
12393,7,5,2004,847,1948,2,434,195000
13072,6,5,2005,1141,1141,2,484,142500
9037,8,5,2006,1476,1484,2,472,265900
8158,7,5,2003,884,1768,2,543,224900
9849,7,6,2007,1689,1689,3,954,248328
10625,7,6,1974,1053,1173,2,528,170000
13891,10,5,2006,2076,2076,3,850,465000
